word,tf-idf-neg,node-label
(ยาเสพติด - VERB),-0.03180377503751881,neg
(แน่นอน - VERB),-0.031760912590556814,neg
(ปราบปราม - VERB),-0.031655394608528384,neg
(เก่ง - ADJ),-0.031655394608528384,neg
(ตบมือ - VERB),-0.031138149598585112,neg
(สูบบุหรี่ - VERB),-0.031138149598585112,neg
(ออส - ADJ),-0.031138149598585112,neg
(อ่อนโยน - ADJ),-0.03083583746656001,neg
(ไหว - VERB),-0.03032242292467978,neg
(ตุ๊ก - VERB),-0.030248488181482684,neg
(คลิ - VERB),-0.029963125085430954,neg
(ยาง - ADJ),-0.029963125085430954,neg
(คดเคี้ยว - VERB),-0.029822453136673064,neg
(เหม็น - VERB),-0.029408252398663716,neg
(สัก - ADJ),-0.029272730498209044,neg
(รุมล้อม - VERB),-0.02913845191794203,neg
(สนามมวย - ADJ),-0.028742907321770875,neg
(กิ๊ก - VERB),-0.028742907321770875,neg
(พัสดุ - ADJ),-0.028742907321770875,neg
(สลาย - VERB),-0.028742907321770875,neg
(จุดศูนย์กลาง - ADJ),-0.028742907321770875,neg
(เกรียม - ADJ),-0.0286134347662674,neg
(ชายโสด - VERB),-0.0286134347662674,neg
(แพน - VERB),-0.0286134347662674,neg
(ปกติ - ADV),-0.028186875131291176,neg
(กวนใจ - VERB),-0.028186875131291176,neg
(แข็ง - ADJ),-0.028186875131291176,neg
(คร่ำครวญ - VERB),-0.02732947969003517,neg
(ติดเชื้อ - VERB),-0.027223639363334412,neg
(วาง - ADJ),-0.02714607913722805,neg
(ลมแรง - ADV),-0.02714607913722805,neg
(เบื่อ - ADV),-0.02714607913722805,neg
(เลื่องลือ - VERB),-0.02677985884532615,neg
(กรด - VERB),-0.025927275584128013,neg
(เสา - VERB),-0.02540873007244545,neg
(กลอ - VERB),-0.02540873007244545,neg
(งั้น - ADV),-0.02540873007244545,neg
(ขวด - VERB),-0.0252070734845689,neg
(ค่าธรรมเนียม - ADJ),-0.024431471223505242,neg
(พงษ์ - VERB),-0.024431471223505242,neg
(ลอก - VERB),-0.024431471223505242,neg
(เตอร์ - ADJ),-0.024431471223505242,neg
(อาญา - ADJ),-0.02318314787631884,neg
(สเตียรอยด์ - ADJ),-0.02318314787631884,neg
(เสี่ยง - VERB),-0.022330572919547185,neg
(ทริป - ADJ),-0.022288359712671447,neg
(ไหม - VERB),-0.022115855872243847,neg
(วางระเบิด - VERB),-0.021316048718494504,neg
(ลองดู - ADJ),-0.02112699285402892,neg
(ท่อน้ำทิ้ง - ADJ),-0.02103371694738862,neg
(จิตใจ - ADV),-0.02075876639905674,neg
(เซ็กส์ - VERB),-0.020713638646015314,neg
(แน่น - VERB),-0.020691148267463724,neg
(แจ็ค - ADJ),-0.02062396921464728,neg
(ต้นมะม่วง - ADV),-0.020579425004680442,neg
(เสื้อผ้า - ADJ),-0.020403155839758123,neg
(คอนกรีต - VERB),-0.019965703217997916,neg
(ใส่ใจ - ADJ),-0.019912797862418063,neg
(พัก - ADJ),-0.019666199746474808,neg
(ถุงขยะ - VERB),-0.019103397098948174,neg
(บ้า - ADJ),-0.018849206285196922,neg
(สีแดง - ADJ),-0.01875644444324221,neg
(ร่มรื่น - ADJ),-0.018682889759151066,neg
(ยึดครอง - VERB),-0.018585063304893276,neg
(ชำระ - VERB),-0.018537497620947557,neg
(มอเตอร์ไซค์ - ADV),-0.01837099848812588,neg
(เพลิดเพลิน - ADJ),-0.018201096040433705,neg
(คลินิก - VERB),-0.018149092908889608,neg
(หลอกลวง - ADV),-0.018149092908889608,neg
(ปรุง - VERB),-0.018149092908889608,neg
(ค้าง - VERB),-0.018149092908889608,neg
(ค้นคว้า - ADJ),-0.018097386091485364,neg
(เตรียมตัว - ADJ),-0.018045973062816374,neg
(โค้ก - ADJ),-0.017809857527415034,neg
(ลองดู - ADV),-0.017793228342048634,neg
(โคลน - VERB),-0.017552266565272895,neg
(ถั่ว - VERB),-0.017499125394246178,neg
(ดา - VERB),-0.017168060859760442,neg
(ผืน - VERB),-0.017014774602084008,neg
(สปา - ADV),-0.017014774602084008,neg
(เลี้ยวซ้าย - ADJ),-0.016628750047411944,neg
(กำไล - VERB),-0.016628750047411944,neg
(งานรื่นเริง - ADJ),-0.016628750047411944,neg
(จาน - VERB),-0.016599780099594154,neg
(ขยะ - VERB),-0.015935992068457427,neg
(ปา - ADV),-0.015920256937622463,neg
(กรอก - VERB),-0.015801449050028265,neg
(เมืองร้อน - VERB),-0.015455431917545896,neg
(โซน - VERB),-0.015309165406771566,neg
(ตา - ADV),-0.015120280136336239,neg
(รีดไถ - VERB),-0.014876305663024269,neg
(ก้นบุหรี่ - VERB),-0.014876066369788896,neg
(เทา - ADJ),-0.01449500539385617,neg
(ดัน - VERB),-0.01441133465359248,neg
(อร่อย - ADJ),-0.014210699145663003,neg
(สบู่ - VERB),-0.013991591449584501,neg
(พัน - VERB),-0.013636654213715575,neg
(ซื้อ - ADJ),-0.013591935273634625,neg
(เหงื่อ - ADV),-0.013458013809557972,neg
(อ้าง - VERB),-0.013380162911014256,neg
(ขุ่นมัว - VERB),-0.013347545326795263,neg
(เหม็น - ADJ),-0.013130956306738942,neg
(ผ้าอ้อม - VERB),-0.013124344045684634,neg
(สห - VERB),-0.013016767455146235,neg
(จั่น - VERB),-0.013016767455146235,neg
(กินน้ำ - VERB),-0.013016767455146235,neg
(ดั้งเดิม - ADV),-0.013016767455146235,neg
(เอ - VERB),-0.013016767455146235,neg
(ไทม์ - VERB),-0.013016767455146235,neg
(คนทรยศ - ADJ),-0.013016767455146235,neg
(ห่อ - ADJ),-0.012835094925855803,neg
(เลวร้าย - ADJ),-0.012690174427202217,neg
(กล่อง - VERB),-0.012510713407675065,neg
(แท็กซี่ - ADJ),-0.01248559755282661,neg
(ทำลาย - VERB),-0.012445769545746532,neg
(เปรอะเปื้อน - ADJ),-0.012310431236649927,neg
(คล้ำ - VERB),-0.012310431236649927,neg
(สะสม - ADJ),-0.012182462980473305,neg
(ตกใจ - VERB),-0.011876663819844214,neg
(โสโครก - ADJ),-0.01186584530157789,neg
(ค้างชำระ - VERB),-0.011676806099469417,neg
(หุ้น - ADJ),-0.011676806099469417,neg
(เพศสัมพันธ์ - VERB),-0.011676806099469417,neg
(หลีกเลี่ยง - ADJ),-0.011676806099469417,neg
(แสงแดด - ADV),-0.011676806099469417,neg
(สระ - ADJ),-0.011676806099469417,neg
(ฉับพลัน - VERB),-0.011655380767176813,neg
(คริส - VERB),-0.011639924143286235,neg
(ไทย - VERB),-0.011611259988772842,neg
(ขับ - VERB),-0.011500245053566801,neg
(จอม - VERB),-0.010901915076850165,neg
(ขโมย - VERB),-0.010759987218400168,neg
(หงุดหงิด - ADJ),-0.010638524563891583,neg
(เงียบสงบ - ADJ),-0.010570078174234191,neg
(เดา - VERB),-0.010515951950957206,neg
(ย่างก้าว - ADJ),-0.010278612488853337,neg
(ยืนกราน - VERB),-0.010278612488853337,neg
(ลื่นไหล - VERB),-0.010278612488853337,neg
(งานเลี้ยง - ADV),-0.010003437036395847,neg
(ไกด์ - VERB),-0.00997986255791259,neg
(เมอริเดียน - VERB),-0.009977250028447167,neg
(สำลัก - VERB),-0.009956398931209032,neg
(สบถ - ADJ),-0.009914957104232095,neg
(อ้าง - ADJ),-0.009914957104232095,neg
(แทบ - ADV),-0.009842865912793361,neg
(ลาก - VERB),-0.00964798930757415,neg
(พัฒน์ - ADV),-0.00961480704053183,neg
(เสมอ - ADJ),-0.00961480704053183,neg
(เจ็ด - VERB),-0.0095378115887558,neg
(กิน - ADJ),-0.00946673996737908,neg
(ก่อกวน - VERB),-0.009440248684145055,neg
(หัวใจ - ADJ),-0.009311939314628988,neg
(ไตร - VERB),-0.00917792239614547,neg
(ชักชวน - VERB),-0.009144216676743805,neg
(บำบัด - VERB),-0.009126699020274947,neg
(ล้มเหลว - ADV),-0.009126699020274947,neg
(ฉกฉวย - VERB),-0.009061601309716637,neg
(ไฮ - VERB),-0.009061601309716637,neg
(ยีน - ADV),-0.009061601309716637,neg
(มืดสลัว - ADV),-0.009048693045742682,neg
(เร่ขาย - ADJ),-0.009040107947976323,neg
(ตัวอักษร - VERB),-0.009035821505137074,neg
(ติล - VERB),-0.00895935475050968,neg
(ก้น - VERB),-0.008942647786599377,neg
(ลามกอนาจาร - ADJ),-0.008913258912223615,neg
(เกา - VERB),-0.008913258912223615,neg
(เรียน - VERB),-0.008819206329422393,neg
(ขี้เกียจ - VERB),-0.00879143323887954,neg
(หลุม - VERB),-0.00878586793653024,neg
(เจ็ท - VERB),-0.008650544885692368,neg
(ท้าทาย - VERB),-0.008545537019880757,neg
(กระป๋อง - VERB),-0.00850628650331257,neg
(จมน้ำ - VERB),-0.008492222617795938,neg
(งานเลี้ยง - VERB),-0.008440875697688878,neg
(เชิญ - VERB),-0.00839125828019995,neg
(เสพติด - VERB),-0.008349645489036883,neg
(ตะโกน - VERB),-0.008293445952091444,neg
(ตกใจ - ADV),-0.00820274254890642,neg
(เขตร้อน - ADJ),-0.008097501154903325,neg
(สีเทา - VERB),-0.008074058848499552,neg
(ลูกค้า - VERB),-0.008035477422667177,neg
(พัฒนา - ADV),-0.007960128468811231,neg
(โจ - ADV),-0.007960128468811231,neg
(ชั้นล่าง - ADJ),-0.007960128468811231,neg
(หมัด - ADJ),-0.007960128468811231,neg
(เสื้อยืด - VERB),-0.007960128468811231,neg
(ข้อเสนอ - ADV),-0.007960128468811231,neg
(แผงขาย - ADJ),-0.007960128468811231,neg
(เหยื่อ - ADV),-0.007960128468811231,neg
(ไวย์ - VERB),-0.007920278962511572,neg
(ริง - ADJ),-0.007910563534385259,neg
(ตื้นเขิน - VERB),-0.007784461904490163,neg
(ฆ่า - ADJ),-0.007727715958772948,neg
(แข่งขัน - VERB),-0.007701056955513482,neg
(รน - VERB),-0.007691825668483277,neg
(ประสาทสัมผัส - VERB),-0.007550137699815408,neg
(หลอกลวง - VERB),-0.007544159760227272,neg
(ออนไลน์ - ADJ),-0.007534151111465408,neg
(หลบ - ADJ),-0.007487138706749219,neg
(สรุป - VERB),-0.007464374286852365,neg
(โจมตี - VERB),-0.007354145239147934,neg
(คนป่า - VERB),-0.0072734914329519425,neg
(กัดเซาะ - VERB),-0.007240329617908088,neg
(จุดสนใจ - VERB),-0.007223772018572111,neg
(โล่ง - ADV),-0.007210195820784747,neg
(หาย - ADJ),-0.00720566732679624,neg
(ถกเถียง - VERB),-0.007202057273025301,neg
(อิ่มตัว - ADJ),-0.00718765315847925,neg
(เกลียด - ADJ),-0.007153426505314674,neg
(ล่ม - VERB),-0.007105349572831501,neg
(พัง - VERB),-0.0071025526429895226,neg
(แชร์ - ADJ),-0.00710005497553431,neg
(หาย - VERB),-0.007079265585143656,neg
(ถุงยางอนามัย - VERB),-0.0070438538608160566,neg
(โกรธ - VERB),-0.006971915676402272,neg
(เลวร้าย - VERB),-0.006969536670142883,neg
(สวมใส่ - VERB),-0.006878136993760048,neg
(ลำห้วย - ADV),-0.006853656689527726,neg
(มืด - ADV),-0.00682402549509549,neg
(มหัศจรรย์ - ADV),-0.006786519784307012,neg
(อัปยศ - ADJ),-0.0067624370313463765,neg
(อดสู - ADJ),-0.0067624370313463765,neg
(ลิฟต์ - ADV),-0.0067540483977792274,neg
(สีน้ำตาล - ADJ),-0.006721886262551707,neg
(นิสัย - VERB),-0.006711160745545518,neg
(เจอ - ADJ),-0.006667581779665353,neg
(เคล็ดลับ - ADJ),-0.006664123467496342,neg
(โมต - VERB),-0.006648019380545644,neg
(ปนเปื้อน - VERB),-0.006625287159725695,neg
(ล้มเหลว - VERB),-0.006609971402821398,neg
(อดทน - ADJ),-0.006609971402821398,neg
(สุเหร่า - VERB),-0.006609971402821398,neg
(ดีงาม - ADJ),-0.006609971402821398,neg
(พัน - ADJ),-0.006609971402821398,neg
(หมวก - ADJ),-0.006508383727573118,neg
(ระเบียง - VERB),-0.0065046634918364266,neg
(เสื้อยืด - ADJ),-0.00648843975292274,neg
(ล้มเหลว - ADJ),-0.00648843975292274,neg
(ตะกร้า - ADJ),-0.00648843975292274,neg
(แทง - VERB),-0.00648843975292274,neg
(อาชีพ - VERB),-0.006442375779017609,neg
(ดำรงชีวิต - VERB),-0.006442375779017609,neg
(อา - VERB),-0.006442375779017609,neg
(ถ่ายรูป - ADJ),-0.006429849470844058,neg
(วิ่ง - VERB),-0.006416345977890266,neg
(อวด - ADJ),-0.006409871360354554,neg
(รวย - VERB),-0.006403409796483228,neg
(แพคเกจ - VERB),-0.006396961246839237,neg
(อาเจียน - VERB),-0.006384103033277752,neg
(ใบขับขี่ - VERB),-0.006358541059170534,neg
(โอ - ADJ),-0.006333182969203751,neg
(ยั่งยืน - VERB),-0.00631429673768525,neg
(เร่ - ADJ),-0.006308026333774938,neg
(ดุร้าย - ADJ),-0.006297874475391133,neg
(กิ - VERB),-0.006287326008128282,neg
(กรรโชก - VERB),-0.006285790641581731,neg
(อนุรักษ์นิยม - VERB),-0.00626447980089878,neg
(ฝึกฝน - VERB),-0.00626447980089878,neg
(อินเดีย - VERB),-0.006203303240343128,neg
(ซ้ำ - ADV),-0.006183005886051523,neg
(กระจาย - VERB),-0.006179605079831704,neg
(แออัดยัดเยียด - VERB),-0.006179087405382042,neg
(เกาะ - ADJ),-0.006137374413634167,neg
(โง่เง่า - ADJ),-0.00612553762595117,neg
(จักรยาน - ADJ),-0.00612553762595117,neg
(เฉลี่ย - VERB),-0.006119636337294183,neg
(เว็บไซต์ - ADV),-0.006119636337294183,neg
(สุ่ม - VERB),-0.006078643558001304,neg
(โปร - ADJ),-0.0060420252233145495,neg
(แท็กซี่ - VERB),-0.00601409174702738,neg
(นรก - VERB),-0.006002215581193528,neg
(นวด - ADJ),-0.005983478175633091,neg
(ค่านิยม - VERB),-0.00597571262287052,neg
(แบล็ค - ADJ),-0.00597571262287052,neg
(แย่ - VERB),-0.00597571262287052,neg
(ตาด - VERB),-0.00597571262287052,neg
(ติดเชื้อ - ADJ),-0.005953310701135298,neg
(เศร้าโศก - VERB),-0.0059255433937606,neg
(สถานีตำรวจ - VERB),-0.005915953269886735,neg
(คุก - ADJ),-0.005873492850773336,neg
(ใจเสาะ - ADJ),-0.0058437741656958255,neg
(เครื่องบินไอพ่น - ADJ),-0.005831256901571018,neg
(ฉ้อ - ADJ),-0.005822348779203816,neg
(โจมตี - ADV),-0.005822348779203816,neg
(ครอง - VERB),-0.005806382557688631,neg
(ฉุด - ADJ),-0.005802343619357619,neg
(ตุ๊กตุ๊ก - ADV),-0.005767029923794912,neg
(ตรัง - VERB),-0.005758312299644186,neg
(เก้า - VERB),-0.005706236541602014,neg
(เวอร์ค - VERB),-0.005685127552008977,neg
(รู้จัก - ADV),-0.005685127552008977,neg
(เคารพ - VERB),-0.005685127552008977,neg
(โยน - VERB),-0.0056170031307721515,neg
(รถแท็กซี่ - VERB),-0.005537039564888882,neg
(น้ำทิ้ง - VERB),-0.005532885537998752,neg
(กำแพง - VERB),-0.005517485528455234,neg
(โกหก - ADJ),-0.005488636968414196,neg
(ประสงค์ - VERB),-0.005488500263011731,neg
(รี - VERB),-0.005452517182928208,neg
(คูน - VERB),-0.005452517182928208,neg
(ไหล่ - ADJ),-0.005452517182928208,neg
(ยืด - VERB),-0.005419618482602447,neg
(กลยุทธ์ - VERB),-0.005365745535459281,neg
(ยอด - ADJ),-0.005271520761918143,neg
(ตอบ - VERB),-0.005153215751206645,neg
(โบย - ADV),-0.005151810639181965,neg
(จู้จี้ - VERB),-0.005151810639181965,neg
(รุนแรง - ADJ),-0.005129504097230422,neg
(คลุม - VERB),-0.005111734858995195,neg
(แพทช์ - VERB),-0.005038748692314672,neg
(ดิบ - VERB),-0.005033425133210272,neg
(ยาง - VERB),-0.005015370716775752,neg
(งุนงง - ADJ),-0.005001718518197923,neg
(ตากอากาศ - VERB),-0.004999094321703591,neg
(เฉด - ADV),-0.004926718602464862,neg
(รีวิว - VERB),-0.004881857888979878,neg
(อัดแน่น - ADJ),-0.004861214696556015,neg
(แผ่ - VERB),-0.004800137923006068,neg
(เวียน - VERB),-0.004789108156676902,neg
(รอน - VERB),-0.00475872209113109,neg
(ภาพถ่าย - VERB),-0.00471930350528333,neg
(ยานยนต์ - VERB),-0.00471930350528333,neg
(กลิ่นตัว - VERB),-0.00471930350528333,neg
(ลอย - ADJ),-0.00471930350528333,neg
(กระทะ - VERB),-0.00471930350528333,neg
(หลอด - VERB),-0.00471930350528333,neg
(แดด - VERB),-0.00471930350528333,neg
(เผชิญ - VERB),-0.00471930350528333,neg
(สายรัด - VERB),-0.00471930350528333,neg
(สี - VERB),-0.00471930350528333,neg
(น้ำแข็ง - VERB),-0.00471930350528333,neg
(หยิบ - VERB),-0.00471930350528333,neg
(ด่าง - ADJ),-0.00471930350528333,neg
(ลำโพง - VERB),-0.00471930350528333,neg
(สาหร่าย - VERB),-0.00471930350528333,neg
(ห้อง - VERB),-0.00471930350528333,neg
(ยุก - VERB),-0.00471930350528333,neg
(รสชาติ - VERB),-0.00471930350528333,neg
( stunk - VERB),-0.00471930350528333,neg
(กลืน - VERB),-0.00471930350528333,neg
(สบู่ - ADJ),-0.00471930350528333,neg
(สะท้อน - ADJ),-0.004674896363238537,neg
(เต้นแรง - ADJ),-0.0046707224397877665,neg
(แผงลอย - ADJ),-0.0046707224397877665,neg
(เร่งด่วน - VERB),-0.0046707224397877665,neg
(เกรงใจ - VERB),-0.0046281839840519945,neg
(เชือก - VERB),-0.004626805721718889,neg
(โทรม - ADJ),-0.0045524480540693,neg
(สุนัข - VERB),-0.004527655532900315,neg
(ไอ - VERB),-0.004527655532900315,neg
(คี - VERB),-0.004522907074029942,neg
(ถ่ายโอน - VERB),-0.004493290795231995,neg
(แตก - VERB),-0.004492201165318881,neg
(เลวทราม - ADJ),-0.004394960229320592,neg
(ตู - VERB),-0.0043747813485615445,neg
(ริ้น - VERB),-0.0043747813485615445,neg
(แผง - ADV),-0.0043747813485615445,neg
(จม - VERB),-0.00436255927425003,neg
(ขัด - VERB),-0.004272768509940379,neg
(เข่า - VERB),-0.004272007820790045,neg
(กึ่ง - VERB),-0.004272007820790045,neg
(หลอก - VERB),-0.004257494985329332,neg
(อ้วน - ADJ),-0.004230056787431118,neg
(แสน - ADJ),-0.0041895246096782515,neg
(ครอก - ADJ),-0.004181818642601292,neg
(นอนหลับ - VERB),-0.004156132294501161,neg
(ยา - ADJ),-0.004108404206047013,neg
(ต่ำต้อย - ADV),-0.004062733768334951,neg
(กระจก - VERB),-0.004027839438568557,neg
(โง่ - ADJ),-0.003951069074748099,neg
(ยุ่งเหยิง - VERB),-0.003932447796507069,neg
(น้ำร้อน - ADJ),-0.003887504601047345,neg
(หัวใจวาย - VERB),-0.003887504601047345,neg
(ล้อมรอบ - VERB),-0.003831712034729054,neg
(รุกราน - VERB),-0.0038281533857641797,neg
(สระ - VERB),-0.0038220111420645985,neg
(ทำร้าย - VERB),-0.0038220111420645985,neg
