word,synonyms,tf-idf-pos,tf-idf-neg,tf-idf-val,node-label
(สาด - VERB),"[Lemma('shower.v.02.สาด'), Lemma('spatter.v.01.สาด'), Lemma('sprinkle.v.02.สาด'), Lemma('splash.v.07.สาด')]",0.05206706982058494,-0.2646742715879734,-0.21260720176738845,neg
(วิ - VERB),[Lemma('second.n.01.วิ')],0.21173941727037876,0,0.21173941727037876,pos
(น้ำแข็ง - ADV),"[Lemma('ice_cube.n.01.น้ำแข็ง'), Lemma('ice.n.02.น้ำแข็ง'), Lemma('ice.n.01.น้ำแข็ง')]",0.21173941727037876,0,0.21173941727037876,pos
(เตียงนอน - ADV),[Lemma('bed.n.01.เตียงนอน')],0.21173941727037876,0,0.21173941727037876,pos
(เอะอะ - VERB),[],0,-0.21173941727037876,-0.21173941727037876,neg
(ซิม - ADV),[],0,-0.21173941727037876,-0.21173941727037876,neg
(ไหว - VERB),[Lemma('move.v.03.ไหว')],0.2613692057628818,-0.051096508417758264,0.21027269734512355,pos
(เต้น - VERB),"[Lemma('dance.v.02.เต้น'), Lemma('dance.v.03.เต้น')]",0.0033314730746137893,-0.21296750099197778,-0.209636027917364,neg
(ยามเย็น - VERB),[Lemma('twilight.n.01.ยามเย็น')],0.20536151881369286,0,0.20536151881369286,pos
(ตอนบ่าย - VERB),[Lemma('afternoon.n.01.ตอนบ่าย')],0.19850570369098008,0,0.19850570369098008,pos
(ตะเกียง - VERB),"[Lemma('lamp.n.01.ตะเกียง'), Lemma('lantern.n.01.ตะเกียง'), Lemma('safety_lamp.n.01.ตะเกียง')]",0.19850570369098008,0,0.19850570369098008,pos
(ตะเกียง - ADV),"[Lemma('lamp.n.01.ตะเกียง'), Lemma('lantern.n.01.ตะเกียง'), Lemma('safety_lamp.n.01.ตะเกียง')]",0.19850570369098008,0,0.19850570369098008,pos
(ตอนต้น - VERB),[],0,-0.19850570369098008,-0.19850570369098008,neg
(แถบ - VERB),"[Lemma('band.n.04.แถบ'), Lemma('strip.n.02.แถบ')]",0,-0.19850570369098008,-0.19850570369098008,neg
(มหาศาล - ADJ),[],0.014535886769133553,-0.21173941727037876,-0.1972035305012452,neg
(ระ - VERB),[Lemma('brush.v.04.ระ')],0.18682889759151067,0,0.18682889759151067,pos
(เกลียด - VERB),[Lemma('hate.v.01.เกลียด')],0,-0.18682889759151067,-0.18682889759151067,neg
(กอด - VERB),"[Lemma('dandle.v.02.กอด'), Lemma('embrace.v.02.กอด')]",0,-0.18682889759151067,-0.18682889759151067,neg
(กระแส - ADV),[Lemma('current.n.02.กระแส')],0,-0.18682889759151067,-0.18682889759151067,neg
(พล็อต - VERB),[Lemma('plot.n.03.พล็อต')],0,-0.18682889759151067,-0.18682889759151067,neg
(เทศบาลเมือง - ADJ),[],0,-0.18682889759151067,-0.18682889759151067,neg
(บวม - VERB),[Lemma('puff.v.07.บวม')],0,-0.18682889759151067,-0.18682889759151067,neg
(เลิก - ADV),"[Lemma('abandon.v.04.เลิก'), Lemma('kick.v.06.เลิก'), Lemma('raised.a.01.เลิก'), Lemma('retire.v.02.เลิก'), Lemma('divorce.v.02.เลิก'), Lemma('waive.v.01.เลิก'), Lemma('break.v.26.เลิก'), Lemma('break.v.25.เลิก')]",0,-0.18682889759151067,-0.18682889759151067,neg
(เกรซ - VERB),[],0.006647808026156299,-0.18682889759151067,-0.18018108956535436,neg
(ยินดี - ADV),[],0.014093437565645588,-0.19167075089278002,-0.17757731332713442,neg
(ลำลอง - ADJ),[Lemma('casual.s.03.ลำลอง')],0,-0.17644951439198228,-0.17644951439198228,neg
(สงบสุข - ADV),[],0,-0.17644951439198228,-0.17644951439198228,neg
(คลึง - VERB),[],0,-0.17644951439198228,-0.17644951439198228,neg
(เด็ก - ADJ),"[Lemma('baby.n.04.เด็ก'), Lemma('child.n.01.เด็ก'), Lemma('child.n.02.เด็ก'), Lemma('child.n.03.เด็ก'), Lemma('kiddy.n.01.เด็ก')]",0.17644951439198228,-0.0038067277917292223,0.17264278660025306,pos
(สนุก - ADV),[Lemma('love.v.02.สนุก')],0.03549458349866296,-0.20536151881369286,-0.1698669353150299,neg
(กระแทก - VERB),"[Lemma('whang.v.03.กระแทก'), Lemma('get.v.19.กระแทก'), Lemma('whang.v.01.กระแทก'), Lemma('force.v.06.กระแทก')]",0.17969132896198126,-0.012339318727003005,0.16735201023497825,pos
(บ้าคลั่ง - ADJ),[Lemma('madden.v.02.บ้าคลั่ง')],0.16716269784503585,0,0.16716269784503585,pos
(ห้องสุขา - ADJ),[],0,-0.16716269784503585,-0.16716269784503585,neg
(ยิง - ADV),"[Lemma('shoot.v.16.ยิง'), Lemma('convert.v.08.ยิง'), Lemma('fire.v.02.ยิง'), Lemma('fire.v.05.ยิง'), Lemma('blast.v.07.ยิง'), Lemma('open_fire.v.01.ยิง'), Lemma('shoot.v.01.ยิง'), Lemma('shoot.v.08.ยิง'), Lemma('shoot.v.02.ยิง')]",0,-0.16716269784503585,-0.16716269784503585,neg
(เมตร - ADV),[Lemma('meter.n.01.เมตร')],0,-0.16287647482336826,-0.16287647482336826,neg
(ดีวีดี - VERB),[Lemma('videodisk.n.01.ดีวีดี')],0.15880456295278408,0,0.15880456295278408,pos
(วู้ด - VERB),"[Lemma('wood.n.06.วู้ด'), Lemma('wood.n.05.วู้ด'), Lemma('wood.n.04.วู้ด'), Lemma('wood.n.03.วู้ด')]",0,-0.15880456295278408,-0.15880456295278408,neg
(รถมอเตอร์ไซค์ - VERB),[],0,-0.15880456295278408,-0.15880456295278408,neg
(ล่า - ADV),"[Lemma('hunt.v.01.ล่า'), Lemma('decoy.v.01.ล่า')]",0,-0.15880456295278408,-0.15880456295278408,neg
(เสน่ห์ - VERB),"[Lemma('glamor.n.01.เสน่ห์'), Lemma('charisma.n.01.เสน่ห์'), Lemma('appeal.n.02.เสน่ห์')]",0.004949109869973793,-0.16287647482336826,-0.15792736495339446,neg
(เข้ม - ADJ),"[Lemma('intense.s.03.เข้ม'), Lemma('hot.s.04.เข้ม')]",0.31760912590556817,-0.15972562574398333,0.15788350016158484,pos
(โคมไฟ - ADJ),"[Lemma('lamp.n.02.โคมไฟ'), Lemma('lampshade.n.01.โคมไฟ'), Lemma('lighting_fixture.n.01.โคมไฟ'), Lemma('searchlight.n.01.โคมไฟ')]",0.0032340396663573683,-0.15880456295278408,-0.1555705232864267,neg
(กระเป๋ากางเกง - VERB),[Lemma('slash_pocket.n.01.กระเป๋ากางเกง')],0.1512424409074134,0,0.1512424409074134,pos
(สำเนียง - ADV),[],0,-0.1512424409074134,-0.1512424409074134,neg
(หยุดพัก - VERB),[],0,-0.1512424409074134,-0.1512424409074134,neg
(หยุดหย่อน - VERB),[],0,-0.1512424409074134,-0.1512424409074134,neg
(แข็งแรง - ADJ),[Lemma('strong.a.01.แข็งแรง')],0.1499427780186677,0,0.1499427780186677,pos
(ไทม์ - VERB),[],0.16287647482336826,-0.013016767455146235,0.14985970736822202,pos
(สปา - VERB),[Lemma('health_spa.n.01.สปา')],0.021363842549701893,-0.16912125078774706,-0.14775740823804517,neg
(เข็มฉีดยา - VERB),[Lemma('syringe.n.01.เข็มฉีดยา')],0,-0.14772517483979913,-0.14772517483979913,neg
(อ่าน - ADV),"[Lemma('read.v.10.อ่าน'), Lemma('take.v.06.อ่าน'), Lemma('read.v.01.อ่าน'), Lemma('read.v.03.อ่าน'), Lemma('read.v.05.อ่าน')]",0,-0.14772517483979913,-0.14772517483979913,neg
(หมุนเวียน - ADV),[Lemma('gyrate.v.01.หมุนเวียน')],0.144367784502531,0,0.144367784502531,pos
(เลี้ยงฉลอง - VERB),[],0.144367784502531,0,0.144367784502531,pos
(ยิ้ม - ADJ),"[Lemma('smile.v.01.ยิ้ม'), Lemma('smile.v.02.ยิ้ม'), Lemma('smile.n.01.ยิ้ม')]",0.144367784502531,0,0.144367784502531,pos
(เซ็น - ADV),"[Lemma('sign.v.01.เซ็น'), Lemma('sen.n.01.เซ็น')]",0,-0.144367784502531,-0.144367784502531,neg
(อลหม่าน - VERB),[Lemma('shambolic.a.01.อลหม่าน')],0,-0.144367784502531,-0.144367784502531,neg
(อม - ADJ),[Lemma('fellate.v.01.อม')],0,-0.14115961151358583,-0.14115961151358583,neg
(ป้อมตำรวจ - VERB),[],0.13809092430676875,0,0.13809092430676875,pos
(บรรเทา - VERB),"[Lemma('soothe.v.02.บรรเทา'), Lemma('relieve.v.01.บรรเทา'), Lemma('comfort.v.02.บรรเทา'), Lemma('remedy.v.02.บรรเทา'), Lemma('attemper.v.01.บรรเทา'), Lemma('slake.v.02.บรรเทา'), Lemma('de-emphasize.v.01.บรรเทา'), Lemma('extenuate.v.01.บรรเทา'), Lemma('quench.v.01.บรรเทา'), Lemma('still.v.03.บรรเทา'), Lemma('salvage.v.01.บรรเทา')]",0.13809092430676875,0,0.13809092430676875,pos
(เครียด - ADJ),[Lemma('tense.v.03.เครียด')],0.010604645272306115,-0.14772517483979913,-0.13712052956749302,neg
(แตกสลาย - VERB),[Lemma('disintegrate.v.01.แตกสลาย')],0,-0.13690767920912858,-0.13690767920912858,neg
(กาฬโรค - VERB),"[Lemma('plague.n.01.กาฬโรค'), Lemma('bubonic_plague.n.01.กาฬโรค')]",0,-0.13690767920912858,-0.13690767920912858,neg
(ใส่ - ADV),[Lemma('load.v.02.ใส่')],0.1323371357939867,0,0.1323371357939867,pos
(ผ่อนคลาย - ADJ),"[Lemma('unbend.v.06.ผ่อนคลาย'), Lemma('relax.v.01.ผ่อนคลาย'), Lemma('calm.v.03.ผ่อนคลาย'), Lemma('amortize.v.01.ผ่อนคลาย'), Lemma('relax.v.07.ผ่อนคลาย')]",0.1323371357939867,0,0.1323371357939867,pos
(ดูแล - ADJ),"[Lemma('keep.v.07.ดูแล'), Lemma('nurse.v.04.ดูแล'), Lemma('tend.v.02.ดูแล'), Lemma('tutor.v.02.ดูแล'), Lemma('baby-sit.v.01.ดูแล')]",0.1323371357939867,0,0.1323371357939867,pos
(กำปั้น - ADV),[Lemma('fist.n.01.กำปั้น')],0,-0.1323371357939867,-0.1323371357939867,neg
(กรีซ - VERB),[Lemma('greece.n.02.กรีซ')],0,-0.1323371357939867,-0.1323371357939867,neg
(ชดเชย - VERB),"[Lemma('compensate.v.06.ชดเชย'), Lemma('eke_out.v.01.ชดเชย'), Lemma('carry.v.24.ชดเชย'), Lemma('offset.v.01.ชดเชย')]",0,-0.12963637792064003,-0.12963637792064003,neg
(จา - VERB),[],0.12704365036222726,0,0.12704365036222726,pos
(คาดเข็มขัด - VERB),[],0,-0.12704365036222726,-0.12704365036222726,neg
(ย - VERB),[],0,-0.12704365036222726,-0.12704365036222726,neg
(เคล็ดลับ - VERB),[],0,-0.12704365036222726,-0.12704365036222726,neg
(ดิ้นรน - VERB),"[Lemma('struggle.v.02.ดิ้นรน'), Lemma('fight.v.03.ดิ้นรน')]",0,-0.12704365036222726,-0.12704365036222726,neg
(งมงาย - VERB),[],0.12455259839434045,0,0.12455259839434045,pos
(กระจ่าง - VERB),[],0,-0.1221573561175262,-0.1221573561175262,neg
(จ่ายเงิน - ADV),[],0,-0.1197942193079875,-0.1197942193079875,neg
(เต้นรำ - VERB),[Lemma('dance.v.02.เต้นรำ')],0.11763300959465486,0,0.11763300959465486,pos
(โซ - ADJ),[],0,-0.11763300959465486,-0.11763300959465486,neg
(ยิ้ม - ADV),"[Lemma('smile.v.01.ยิ้ม'), Lemma('smile.v.02.ยิ้ม'), Lemma('smile.n.01.ยิ้ม')]",0.010467456056037744,-0.12704365036222726,-0.11657619430618951,neg
(กาง - VERB),"[Lemma('unfurl.v.01.กาง'), Lemma('unfold.v.04.กาง'), Lemma('turn_out.v.10.กาง'), Lemma('unfold.v.03.กาง'), Lemma('unfold.v.02.กาง')]",0.11343183068056004,0,0.11343183068056004,pos
(ย้อน - ADJ),[],0.11343183068056004,0,0.11343183068056004,pos
(วาจา - VERB),[],0,-0.11343183068056004,-0.11343183068056004,neg
(กระเบื้อง - VERB),[],0,-0.11144179856335723,-0.11144179856335723,neg
(แน่นอน - ADV),"[Lemma('true.s.02.แน่นอน'), Lemma('naturally.r.01.แน่นอน'), Lemma('all_right.r.02.แน่นอน'), Lemma('to_be_sure.r.01.แน่นอน'), Lemma('certain.a.03.แน่นอน'), Lemma('certain.a.04.แน่นอน')]",0.11654966095207123,-0.005252597516823537,0.11129706343524769,pos
(ถังขยะ - VERB),"[Lemma('ashcan.n.01.ถังขยะ'), Lemma('dumpster.n.01.ถังขยะ'), Lemma('garbage.n.03.ถังขยะ'), Lemma('wastepaper_basket.n.01.ถังขยะ')]",0.1250026636257261,-0.013914041439957375,0.11108862218576872,pos
(รู้ตัว - ADJ),[],0.10952038824329935,0,0.10952038824329935,pos
(ไพ่ - ADV),"[Lemma('card_game.n.01.ไพ่'), Lemma('gaming_card.n.01.ไพ่'), Lemma('playing_card.n.01.ไพ่'), Lemma('hand.n.06.ไพ่')]",0.10952038824329935,0,0.10952038824329935,pos
(อาศัย - VERB),[Lemma('populate.v.01.อาศัย')],0.10952038824329935,0,0.10952038824329935,pos
(กด - VERB),"[Lemma('faith.n.04.กด'), Lemma('press.v.01.กด'), Lemma('press.v.07.กด'), Lemma('reduce.v.05.กด')]",0,-0.10952038824329935,-0.10952038824329935,neg
(ยัด - VERB),"[Lemma('stuff.v.06.ยัด'), Lemma('gluttonize.v.01.ยัด'), Lemma('gorge.v.01.ยัด')]",0,-0.10952038824329935,-0.10952038824329935,neg
(ทาบทาม - VERB),[Lemma('set_about.v.01.ทาบทาม')],0,-0.10952038824329935,-0.10952038824329935,neg
(คนขับรถ - VERB),[Lemma('driver.n.01.คนขับรถ')],0.11815320260513835,-0.010541721352580032,0.10761148125255832,pos
(โปรด - VERB),"[Lemma('like.v.03.โปรด'), Lemma('like.v.02.โปรด')]",0.10952038824329935,-0.003528990287839646,0.1059913979554597,pos
(เงามืด - VERB),[],0.10586970863518938,0,0.10586970863518938,pos
(ย่าง - ADJ),"[Lemma('crispen.v.01.ย่าง'), Lemma('grill.v.02.ย่าง'), Lemma('spatchcock.v.01.ย่าง')]",0.10586970863518938,0,0.10586970863518938,pos
(ตัด - ADJ),"[Lemma('cut.v.32.ตัด'), Lemma('jam.v.04.ตัด'), Lemma('cut_off.v.03.ตัด'), Lemma('cut.v.29.ตัด'), Lemma('cut.v.01.ตัด'), Lemma('incise.v.01.ตัด'), Lemma('cut.v.04.ตัด'), Lemma('cut.v.25.ตัด'), Lemma('sew.v.02.ตัด'), Lemma('cut.v.22.ตัด'), Lemma('cut.v.17.ตัด'), Lemma('cut_to.v.01.ตัด'), Lemma('cut.v.16.ตัด'), Lemma('cut.v.05.ตัด')]",0,-0.10586970863518938,-0.10586970863518938,neg
(ฉุกเฉิน - ADJ),[],0,-0.10586970863518938,-0.10586970863518938,neg
(ดึงดูด - ADJ),"[Lemma('magnetize.v.02.ดึงดูด'), Lemma('attract.v.03.ดึงดูด'), Lemma('attract.v.01.ดึงดูด'), Lemma('catch.v.07.ดึงดูด'), Lemma('attract.v.02.ดึงดูด'), Lemma('suck.v.03.ดึงดูด')]",0,-0.10586970863518938,-0.10586970863518938,neg
(เสี่ยงชีวิต - VERB),[],0,-0.10586970863518938,-0.10586970863518938,neg
(สกุลเงิน - VERB),[Lemma('monetary_unit.n.01.สกุลเงิน')],0,-0.10586970863518938,-0.10586970863518938,neg
(เขียง - ADV),"[Lemma('butcher_board.n.01.เขียง'), Lemma('chopping_block.n.01.เขียง'), Lemma('chopping_board.n.01.เขียง')]",0,-0.1047063052435939,-0.1047063052435939,neg
(ตลก - ADV),"[Lemma('humorous.a.01.ตลก'), Lemma('amusing.s.02.ตลก'), Lemma('funny_story.n.01.ตลก'), Lemma('humorist.n.01.ตลก')]",0,-0.10413413964116988,-0.10413413964116988,neg
(บันเทิง - ADJ),[],0,-0.10413413964116988,-0.10413413964116988,neg
(สินค้า - ADV),"[Lemma('commodity.n.01.สินค้า'), Lemma('entrant.n.01.สินค้า'), Lemma('merchandise.n.01.สินค้า')]",0.10245455674373165,0,0.10245455674373165,pos
(บ่าย - VERB),[],0.10245455674373165,0,0.10245455674373165,pos
(ดึง - ADV),"[Lemma('draw.v.20.ดึง'), Lemma('pull.v.01.ดึง'), Lemma('pluck.v.01.ดึง'), Lemma('pick_at.v.01.ดึง'), Lemma('pull.v.04.ดึง'), Lemma('draw.v.05.ดึง'), Lemma('embroil.v.01.ดึง')]",0.10952038824329935,-0.21173941727037876,-0.10221902902707941,neg
(ปล้น - VERB),"[Lemma('raven.v.01.ปล้น'), Lemma('rob.v.01.ปล้น')]",0.10952038824329935,-0.008492222617795938,0.10102816562550342,pos
(เก้าอี้พับ - VERB),[Lemma('folding_chair.n.01.เก้าอี้พับ')],0.1008282939382756,0,0.1008282939382756,pos
(คัด - VERB),[Lemma('pick.v.01.คัด')],0,-0.1008282939382756,-0.1008282939382756,neg
(ล่าง - ADJ),[],0.11343183068056004,-0.013268202410967623,0.10016362826959241,pos
(ยิ้มแย้ม - ADJ),[],0,-0.09772588489402097,-0.09772588489402097,neg
(ตัวเลือก - ADV),"[Lemma('choice.n.01.ตัวเลือก'), Lemma('option.n.02.ตัวเลือก'), Lemma('chosen.n.01.ตัวเลือก')]",0.008431264702028447,-0.10586970863518938,-0.09743844393316094,neg
(แผงลอย - ADV),"[Lemma('stall.n.03.แผงลอย'), Lemma('pitch.n.03.แผงลอย')]",0.09624518966835398,0,0.09624518966835398,pos
(ป้าย - VERB),"[Lemma('signboard.n.01.ป้าย'), Lemma('sign.n.02.ป้าย')]",0,-0.09624518966835398,-0.09624518966835398,neg
(ไวย์ - ADV),[],0,-0.09624518966835398,-0.09624518966835398,neg
(แปลกประหลาด - ADJ),[],0,-0.09624518966835398,-0.09624518966835398,neg
(อนุรักษ์นิยม - ADJ),"[Lemma('conservative.s.02.อนุรักษ์นิยม'), Lemma('orthodoxy.n.02.อนุรักษ์นิยม'), Lemma('conservatism.n.01.อนุรักษ์นิยม')]",0,-0.09624518966835398,-0.09624518966835398,neg
(รัสเซีย - ADJ),"[Lemma('russian.a.01.รัสเซีย'), Lemma('soviet_union.n.01.รัสเซีย')]",0,-0.09624518966835398,-0.09624518966835398,neg
(สม่ำเสมอ - VERB),[],0,-0.09583537544639001,-0.09583537544639001,neg
(คนเดินเท้า - VERB),"[Lemma('pedestrian_traffic.n.01.คนเดินเท้า'), Lemma('pedestrian.n.01.คนเดินเท้า'), Lemma('wayfarer.n.01.คนเดินเท้า')]",0.09552154162573477,0,0.09552154162573477,pos
(ก้า - VERB),[],0.09426430371776066,0,0.09426430371776066,pos
